date,volume,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,target,target_binary,sentiment_score,gdp%change,unemloyment_rate,fed_rate,cpi%change
2020-04-06,188061200,241.15840299910408,49.84015528237177,-9.487600609142959,-13.127639186293992,3.6400385771510333,261.1800907115314,233.75143280029297,206.32277488905453,sell,sell,-1.0,-28.1,14.8,0.44,-0.14748
2020-04-07,201427200,241.66830362958376,49.94594063427151,-7.976244489426875,-12.09736024692057,4.121115757493694,256.5182475318083,232.74708557128906,208.97592361076983,buy,buy,-0.3558,-28.1,14.8,0.44,-0.14748
2020-04-08,153774500,242.91773985849989,53.43267332791838,-6.041120288648017,-10.88611225526606,4.844991966618043,256.78995737834657,232.80630645751953,208.82265553669248,buy,buy,0.843,-28.1,14.8,0.07,-0.14748
2020-04-09,189999200,244.41743323042104,55.01386490901103,-4.146865443001559,-9.53826289281316,5.391397449811601,260.6911497959043,234.2725860595703,207.85402232323628,sell,sell,0.0,-28.1,14.8,0.07,-0.14748
2020-04-13,114839100,245.54938120494197,53.81520961134999,-2.8038973179220363,-8.191389777834935,5.387492459912899,262.0524512724442,234.64051666259766,207.22858205275114,buy,buy,0.0,-28.1,14.8,0.07,-0.14748
2020-04-14,134143400,247.29344009130165,57.04157488740082,-1.116754938902858,-6.77646281004852,5.659707871145662,266.26026372872576,236.7484230041504,207.23658227957503,buy,buy,0.0,-28.1,14.8,0.07,-0.14748
2020-04-15,121775000,248.3374422394143,54.02694814224716,-0.22943829571389074,-5.467057907181594,5.237619611467704,268.88908384363384,237.97749099731445,207.06589815099505,sell,sell,0.0,-28.1,14.8,0.07,-0.14748
2020-04-16,131798300,249.40067667457424,54.60116283950164,0.5677588057074274,-4.26009456460379,4.827853370311217,271.1962434153895,239.8604362487793,208.52462908216907,buy,buy,0.0,-28.1,14.8,0.07,-0.14748
2020-04-17,146684800,251.03031716799276,57.79539741837424,1.7451152529454248,-3.0590526010939474,4.804167854039372,274.36402307966785,242.0703353881836,209.7766476966993,sell,sell,0.0,-28.1,14.8,0.07,-0.14748
2020-04-20,100109300,252.05757246653957,55.0039788361385,2.2730960179086708,-1.9926228772934238,4.265718895202094,274.9324301722329,244.52448501586915,214.11653985950542,sell,sell,0.0,-28.1,14.8,0.07,-0.14748
2020-04-21,126385700,252.22989350395247,50.552268849994306,2.026699442065933,-1.1887584134215525,3.2154578554874855,272.21433822545373,246.85311889648438,221.49189956751502,buy,buy,0.0,-28.1,14.8,0.07,-0.14748
2020-04-22,92951600,252.92241829487068,53.42926998547532,2.2600300302514142,-0.4990007246869592,2.7590307549383732,272.55927373475305,248.52439880371094,224.48952387266883,sell,sell,0.0,-28.1,14.8,0.05,-0.14748
2020-04-23,104709700,253.5472125113934,53.418193385188886,2.4155961182954115,0.08391864390951494,2.331677474385897,272.82881797247484,250.02552642822266,227.2222348839705,buy,buy,0.0,-28.1,14.8,0.05,-0.14748
